listing_id,date
7293821,2015-11-28
7293821,2015-12-19
7293821,2015-12-26
7293821,2016-01-02
7293821,2016-01-18
7293821,2016-02-04
7293821,2016-02-07
7293821,2016-02-08
7293821,2016-02-13
7293821,2016-02-14
7293821,2016-02-18
7293821,2016-02-24
7293821,2016-02-25
7293821,2016-02-27
7293821,2016-03-02
7293821,2016-03-10
7293821,2016-03-13
7293821,2016-03-20
7293821,2016-03-23
7293821,2016-04-11
7293821,2016-04-11
7293821,2016-04-14
7293821,2016-04-17
7293821,2016-04-19
7293821,2016-04-23
7293821,2016-05-01
7293821,2016-05-05
7293821,2016-05-17
7293821,2016-05-23
7293821,2016-05-26
7293821,2016-05-29
7293821,2016-06-06
7293821,2016-06-14
7293821,2016-06-19
7293821,2016-06-25
7293821,2016-06-26
7293821,2016-06-30
7293821,2016-07-01
7293821,2016-07-05
7293821,2016-07-07
7293821,2016-07-09
7293821,2016-07-10
7293821,2016-07-13
7293821,2016-07-25
7293821,2016-07-27
7293821,2016-07-28
7293821,2016-07-29
7293821,2016-08-01
7293821,2016-08-04
7293821,2016-08-06
7293821,2016-08-09
7293821,2016-08-10
7293821,2016-08-13
7293821,2016-08-14
7293821,2016-08-20
7293821,2016-08-21
7293821,2016-08-27
7293821,2016-08-28
7293821,2016-08-30
7293821,2016-09-04
7293821,2016-09-10
7293821,2016-09-17
7293821,2016-09-23
7293821,2016-09-26
7293821,2016-09-30
7293821,2016-10-02
7293821,2016-10-04
7293821,2016-10-10
7293821,2016-10-17
7293821,2016-10-24
7293821,2016-10-28
7293821,2016-10-30
7293821,2016-11-07
7293821,2016-11-15
7293821,2016-11-25
7293821,2016-11-27
7293821,2016-12-02
7293821,2016-12-09
7293821,2016-12-26
7293821,2017-01-02
7293821,2017-01-18
7293821,2017-02-17
7293821,2017-03-05
7293821,2017-03-10
7293821,2017-03-15
7293821,2017-03-19
7293821,2017-04-07
7293821,2017-04-16
7293821,2017-04-18
7293821,2017-04-21
7293821,2017-04-23
7293821,2017-05-04
7293821,2017-05-09
7293821,2017-05-15
7293821,2017-05-21
7293821,2017-05-24
7293821,2017-05-27
7293821,2017-06-03
7293821,2017-06-08
7293821,2017-06-11
7293821,2017-06-15
7293821,2017-06-18
7293821,2017-06-20
7293821,2017-06-23
7293821,2017-06-28
7293821,2017-06-30
7293821,2017-07-02
7293821,2017-07-04
7293821,2017-07-09
7293821,2017-07-14
7293821,2017-07-21
7293821,2017-07-23
7293821,2017-07-28
7293821,2017-08-04
7293821,2017-08-05
7293821,2017-08-06
7293821,2017-08-07
7293821,2017-08-11
7293821,2017-08-13
7293821,2017-08-14
7293821,2017-08-17
7293821,2017-08-22
7293821,2017-08-28
7293821,2017-09-10
7293821,2017-09-17
7293821,2017-09-30
7293821,2017-10-06
7293821,2017-10-08
7293821,2017-10-20
7293821,2017-10-25
7293821,2017-10-27
7293821,2017-10-29
7293821,2017-11-05
7293821,2017-11-21
7293821,2017-11-29
7293821,2017-12-08
7293821,2017-12-17
7293821,2017-12-19
7293821,2017-12-27
7293821,2018-01-10
7293821,2018-01-27
7293821,2018-02-11
7293821,2018-02-19
7293821,2018-02-23
7293821,2018-02-27
7293821,2018-03-08
7293821,2018-03-14
7293821,2018-03-29
7293821,2018-04-18
7293821,2018-04-23
7293821,2018-05-04
7293821,2018-05-14
7293821,2018-05-21
7293821,2018-05-26
7293821,2018-05-29
7293821,2018-06-02
7293821,2018-06-07
7293821,2018-06-10
7293821,2018-06-13
7293821,2018-06-17
7293821,2018-06-19
7293821,2018-06-20
7293821,2018-06-22
7293821,2018-06-25
7293821,2018-07-04
7293821,2018-07-05
7293821,2018-07-08
7293821,2018-07-10
7293821,2018-07-13
7293821,2018-07-16
7293821,2018-07-21
7293821,2018-07-26
7293821,2018-07-27
7293821,2018-07-29
7293821,2018-08-03
7293821,2018-08-04
7293821,2018-08-06
7293821,2018-08-07
7293821,2018-08-08
7293821,2018-08-10
7293821,2018-08-12
7293821,2018-08-24
7293821,2018-08-30
7293821,2018-09-05
7293821,2018-09-07
7293821,2018-09-09
7293821,2018-09-12
7293821,2018-09-30
7293821,2018-10-03
7293821,2018-10-05
7293821,2018-10-07
7293821,2018-10-09
7293821,2018-10-15
7293821,2018-10-18
7293821,2018-10-21
7293821,2018-10-25
7293821,2018-10-28
7293821,2018-11-04
7293821,2018-11-12
7293821,2018-11-18
7293821,2018-11-20
7293821,2018-12-01
7293821,2018-12-26
7293821,2018-12-29
7293821,2019-01-06
7293821,2019-01-20
7293821,2019-02-09
7293821,2019-02-18
7293821,2019-02-24
7293821,2019-02-27
7293821,2019-03-02
7293821,2019-03-04
7293821,2019-03-14
7293821,2019-03-20
7293821,2019-03-24
7293821,2019-03-27
7293821,2019-03-31
7293821,2019-04-02
7293821,2019-04-05
7293821,2019-04-08
7293821,2019-04-15
7293821,2019-04-19
7293821,2019-04-20
7293821,2019-04-28
7293821,2019-05-09
7293821,2019-05-13
7293821,2019-05-16
7293821,2019-05-19
7293821,2019-05-23
7293821,2019-05-31
7293821,2019-06-02
7293821,2019-06-09
7293821,2019-06-10
7293821,2019-06-11
7293821,2019-06-16
7293821,2019-06-20
7293821,2019-06-23
7293821,2019-06-27
7293821,2019-06-30
7293821,2019-07-03
7293821,2019-07-07
7293821,2019-07-15
7293821,2019-07-17
7293821,2019-07-24
7293821,2019-07-26
7293821,2019-07-28
7293821,2019-08-05
7293821,2019-08-08
7293821,2019-08-11
7293821,2019-08-12
7293821,2019-08-14
7293821,2019-08-19
7293821,2019-08-23
7293821,2019-08-24
7293821,2019-08-30
7293821,2019-09-01
7293821,2019-09-04
7293821,2019-09-07
7293821,2019-09-10
7293821,2019-09-11
7293821,2019-09-14
7293821,2019-09-15
7293821,2019-09-18
7293821,2019-09-21
7293821,2019-09-29
7293821,2019-10-13
7293821,2019-10-27
7293821,2019-10-29
7293821,2019-11-08
7293821,2019-11-10
7293821,2019-11-11
7293821,2019-11-14
7293821,2019-11-19
7293821,2019-11-22
7293821,2020-01-08
7293821,2020-01-20
7293821,2020-02-01
7293821,2020-02-11
7293821,2020-02-19
7293821,2020-03-05
7293821,2020-06-10
7293821,2020-06-15
7293821,2020-06-29
7293821,2020-07-03
7293821,2020-07-05
7293821,2020-07-07
7293821,2020-07-08
7293821,2020-07-10
7293821,2020-07-14
7293821,2020-07-26
7293821,2020-07-27
7293821,2020-07-30
7293821,2020-08-02
7293821,2020-08-03
7293821,2020-08-05
7293821,2020-08-06
7293821,2020-08-10
7293821,2020-08-20
7293821,2020-08-24
7293821,2020-08-29
7293821,2020-09-02
7293821,2020-09-04
7293821,2020-09-06
7293821,2020-09-13
7293821,2020-09-21
7293821,2020-09-28
7293821,2020-10-01
7293821,2020-10-05
7293821,2020-10-08
7293821,2020-10-16
7293821,2020-10-27
7293821,2020-12-26
7293821,2021-01-14
7293821,2021-02-09
7293821,2021-07-26
7293821,2021-07-30
7293821,2021-08-04
7293821,2021-08-07
7293821,2021-08-13
7293821,2021-08-20
7293821,2021-08-22
7293821,2021-08-25
7293821,2021-08-31
7293821,2021-09-15
7293821,2021-09-18
7293821,2021-10-03
7293821,2021-10-09
7293821,2021-10-18
7293821,2021-11-02
7293821,2021-11-14
7293821,2021-11-23
7293821,2021-12-10
7293821,2021-12-12
7293821,2021-12-25
7293821,2021-12-30
7293821,2022-01-26
7293821,2022-02-20
7293821,2022-04-03
7293821,2022-04-12
7293821,2022-05-09
7293821,2022-05-15
7293821,2022-05-25
7293821,2022-06-10
7293821,2022-06-13
7293821,2022-06-22
7293821,2022-06-24
7293821,2022-06-26
7293821,2022-07-06
7293821,2022-07-11
7293821,2022-07-17
7293821,2022-07-29
7293821,2022-08-02
7293821,2022-08-21
7293821,2022-09-13
7293821,2022-10-01
7293821,2022-10-03
7293821,2022-10-10
7293821,2022-10-15
7293821,2022-11-06
7293821,2022-11-18
7293821,2023-01-31
7293821,2023-02-16
7293821,2023-02-20
7293821,2023-03-05
7293821,2023-03-18
8524259,2017-08-21
8524259,2018-06-13
8524259,2021-04-21
8698684,2015-12-27
8698684,2016-02-11
8698684,2016-03-01
8698684,2016-03-08
8698684,2016-03-15
8698684,2016-04-05
8698684,2016-04-11
8698684,2016-04-24
8698684,2016-05-30
8698684,2016-06-12
8698684,2016-06-26
8698684,2016-07-03
8698684,2016-07-05
8698684,2016-08-01
8698684,2016-08-07
8698684,2016-08-13
8698684,2016-08-14
8698684,2016-09-26
8698684,2016-10-17
8698684,2016-11-13
8698684,2016-11-20
8698684,2016-11-26
8698684,2016-12-27
8698684,2017-01-01
8698684,2017-05-29
8698684,2017-06-04
8698684,2017-06-11
8698684,2017-06-19
8698684,2017-08-21
8698684,2017-12-26
8698684,2018-01-01
8698684,2018-02-25
8698684,2018-03-12
8698684,2018-04-01
8698684,2018-04-22
8698684,2018-05-01
8698684,2018-05-14
8698684,2018-05-28
8698684,2018-06-04
8698684,2018-06-06
8698684,2018-06-10
8698684,2018-06-26
8698684,2018-06-29
8698684,2018-07-01
8698684,2018-07-04
8698684,2018-07-08
8698684,2018-07-10
8698684,2018-07-14
8698684,2018-07-17
8698684,2018-07-22
8698684,2018-07-27
8698684,2018-08-05
8698684,2018-08-09
8698684,2018-08-11
8698684,2018-08-22
8698684,2018-09-03
8698684,2018-11-11
8698684,2018-12-23
8698684,2018-12-26
8698684,2018-12-31
8698684,2019-01-02
8698684,2019-02-17
8698684,2019-05-05
8698684,2019-05-21
8698684,2019-05-26
8698684,2019-06-16
8698684,2019-06-30
8698684,2019-07-15
8698684,2019-07-29
8698684,2019-08-07
8698684,2019-08-18
8698684,2019-08-24
8698684,2019-09-02
8698684,2019-09-15
8698684,2019-10-20
8698684,2019-12-01
8698684,2019-12-26
8698684,2020-06-14
8698684,2020-07-07
8698684,2020-07-19
8698684,2021-11-27
8698684,2022-05-08
8698684,2022-05-16
8698684,2022-06-13
8698684,2022-07-04
8698684,2022-07-11
8698684,2022-07-21
8698684,2022-08-04
8698684,2023-01-01
9238563,2015-11-28
9238563,2015-12-07
9238563,2015-12-14
9238563,2015-12-18
9238563,2015-12-21
9238563,2016-01-17
9238563,2016-02-01
9238563,2016-02-08
9238563,2016-02-14
9238563,2016-02-15
9238563,2016-02-18
9238563,2016-02-22
9238563,2016-02-29
9238563,2016-03-04
9238563,2016-03-08
9238563,2016-03-12
9238563,2016-03-17
9238563,2016-04-01
9238563,2016-04-05
9238563,2016-04-06
9238563,2016-04-08
9238563,2016-04-11
9238563,2016-04-23
9238563,2016-04-24
9238563,2016-04-29
9238563,2016-05-30
9238563,2016-06-04
9238563,2016-06-05
9238563,2016-06-11
9238563,2016-06-13
9238563,2016-06-16
9238563,2016-06-19
9238563,2016-06-20
9238563,2016-06-22
9238563,2016-06-25
9238563,2016-06-26
9238563,2016-06-30
9238563,2016-07-02
9238563,2016-07-04
9238563,2016-07-07
9238563,2016-07-10
9238563,2016-07-12
9238563,2016-07-19
9238563,2016-07-21
9238563,2016-07-24
9238563,2016-07-26
9238563,2016-07-29
9238563,2016-07-31
9238563,2016-08-05
9238563,2016-08-08
9238563,2016-08-19
9238563,2016-08-20
9238563,2016-08-22
9238563,2016-08-24
9238563,2016-08-27
9238563,2016-08-29
9238563,2016-09-01
9238563,2016-09-02
9238563,2016-09-04
9238563,2016-09-05
9238563,2016-09-12
9238563,2016-09-18
9238563,2016-09-19
9238563,2016-09-20
9238563,2016-10-04
9238563,2016-10-09
9238563,2016-10-10
9238563,2016-10-12
9238563,2016-10-16
9238563,2016-10-30
9238563,2016-11-06
9238563,2016-11-10
9238563,2016-11-17
9238563,2016-11-18
9238563,2016-11-20
9238563,2016-11-26
9238563,2016-12-03
9238563,2016-12-08
9238563,2016-12-11
9238563,2016-12-15
9238563,2017-01-02
9238563,2017-01-16
9238563,2017-01-21
9238563,2017-01-22
9238563,2017-01-30
9238563,2017-02-07
9238563,2017-02-11
9238563,2017-02-15
9238563,2017-02-17
9238563,2017-02-19
9238563,2017-02-20
9238563,2017-02-24
9238563,2017-02-27
9238563,2017-03-05
9238563,2017-03-08
9238563,2017-03-09
9238563,2017-03-10
9238563,2017-03-11
9238563,2017-03-12
9238563,2017-03-17
9238563,2017-03-23
9238563,2017-03-26
9238563,2017-04-13
9238563,2017-04-14
9238563,2017-04-18
9238563,2017-04-20
9238563,2017-04-23
9238563,2017-04-27
9238563,2017-05-02
9238563,2017-05-07
9238563,2017-05-09
9238563,2017-05-12
9238563,2017-05-15
9238563,2017-05-18
9238563,2017-05-21
9238563,2017-05-24
9238563,2017-05-26
9238563,2017-05-27
9238563,2017-05-28
9238563,2017-06-03
9238563,2017-06-04
9238563,2017-06-07
9238563,2017-06-15
9238563,2017-06-16
9238563,2017-06-18
9238563,2017-06-22
9238563,2017-06-25
9238563,2017-07-01
9238563,2017-07-07
9238563,2017-07-09
9238563,2017-07-13
9238563,2017-07-14
9238563,2017-07-15
9238563,2017-07-16
9238563,2017-07-20
9238563,2017-07-26
9238563,2017-07-28
9238563,2017-07-29
9238563,2017-07-30
9238563,2017-08-01
9238563,2017-08-03
9238563,2017-08-06
9238563,2017-08-07
9238563,2017-08-09
9238563,2017-08-10
9238563,2017-08-12
9238563,2017-08-13
9238563,2017-08-14
9238563,2017-08-15
9238563,2017-08-16
9238563,2017-08-19
9238563,2017-08-22
9238563,2017-09-02
9238563,2017-09-06
9238563,2017-09-16
9238563,2017-09-27
9238563,2017-10-01
9238563,2017-10-08
9238563,2017-10-14
9238563,2017-10-16
9238563,2017-11-04
9238563,2017-11-11
9238563,2017-11-12
9238563,2017-11-14
9238563,2017-11-17
9238563,2017-11-18
9238563,2017-11-19
9238563,2017-12-03
9238563,2017-12-11
9238563,2017-12-25
9238563,2017-12-29
9238563,2017-12-31
9238563,2018-01-14
9238563,2018-01-15
9238563,2018-01-28
9238563,2018-02-04
9238563,2018-02-08
9238563,2018-02-11
9238563,2018-02-15
9238563,2018-02-19
9238563,2018-03-01
9238563,2018-03-12
9238563,2018-03-14
9238563,2018-03-21
9238563,2018-03-25
9238563,2018-03-26
9238563,2018-03-29
9238563,2018-04-01
9238563,2018-04-06
9238563,2018-04-12
9238563,2018-04-16
9238563,2018-04-22
9238563,2018-05-03
9238563,2018-05-04
9238563,2018-05-07
9238563,2018-05-12
9238563,2018-05-14
9238563,2018-05-18
9238563,2018-05-19
9238563,2018-05-20
9238563,2018-05-27
9238563,2018-05-29
9238563,2018-06-04
9238563,2018-06-06
9238563,2018-06-09
9238563,2018-06-11
9238563,2018-06-15
9238563,2018-06-17
9238563,2018-06-19
9238563,2018-06-23
9238563,2018-06-26
9238563,2018-06-29
9238563,2018-07-09
9238563,2018-07-12
9238563,2018-07-15
9238563,2018-07-18
9238563,2018-07-23
9238563,2018-07-25
9238563,2018-07-26
9238563,2018-07-28
9238563,2018-07-29
9238563,2018-08-03
9238563,2018-08-05
9238563,2018-08-07
9238563,2018-08-08
9238563,2018-08-09
9238563,2018-08-15
9238563,2018-08-17
9238563,2018-08-18
9238563,2018-08-19
9238563,2018-08-23
9238563,2018-08-24
9238563,2018-08-26
9238563,2018-08-27
9238563,2018-09-02
9238563,2018-09-03
9238563,2018-09-04
9238563,2018-09-08
9238563,2018-09-10
9238563,2018-09-12
9238563,2018-09-23
9238563,2018-09-28
9238563,2018-10-02
9238563,2018-10-07
9238563,2018-10-12
9238563,2018-10-14
9238563,2018-10-17
9238563,2018-10-18
9238563,2018-10-19
9238563,2018-10-22
9238563,2018-10-23
9238563,2018-10-25
9238563,2018-10-28
9238563,2018-10-31
9238563,2018-11-01
9238563,2018-11-04
9238563,2018-11-12
9238563,2018-11-20
9238563,2018-12-02
9238563,2018-12-15
9238563,2018-12-26
9238563,2018-12-28
9238563,2018-12-30
9238563,2018-12-31
9238563,2019-01-02
9238563,2019-01-10
9238563,2019-01-11
9238563,2019-01-21
9238563,2019-01-24
9238563,2019-01-26
9238563,2019-01-27
9238563,2019-01-31
9238563,2019-02-03
9238563,2019-02-07
9238563,2019-02-16
9238563,2019-02-19
9238563,2019-03-02
9238563,2019-03-06
9238563,2019-03-09
9238563,2019-03-12
9238563,2019-03-15
9238563,2019-03-17
9238563,2019-03-21
9238563,2019-03-25
9238563,2019-03-26
9238563,2019-03-30
9238563,2019-03-31
9238563,2019-04-08
9238563,2019-04-14
9238563,2019-04-15
9238563,2019-04-19
9238563,2019-04-21
9238563,2019-04-29
9238563,2019-05-05
9238563,2019-05-20
9238563,2019-05-22
9238563,2019-05-25
9238563,2019-05-27
9238563,2019-06-02
9238563,2019-06-12
9238563,2019-06-19
9238563,2019-06-23
9238563,2019-06-25
9238563,2019-06-30
9238563,2019-07-04
9238563,2019-07-11
9238563,2019-07-16
9238563,2019-07-24
9238563,2019-07-27
9238563,2019-08-01
9238563,2019-08-04
9238563,2019-08-08
9238563,2019-08-11
9238563,2019-08-16
9238563,2019-08-18
9238563,2019-08-22
9238563,2019-08-25
9238563,2019-08-30
9238563,2019-09-02
9238563,2019-09-04
9238563,2019-09-19
9238563,2019-09-28
9238563,2019-09-30
9238563,2019-10-11
9238563,2019-10-16
9238563,2019-10-23
9238563,2019-10-26
9238563,2019-10-30
9238563,2019-11-05
9238563,2019-11-08
9238563,2019-11-13
9238563,2019-11-15
9238563,2019-11-18
9238563,2019-11-20
9238563,2019-11-22
9238563,2019-12-01
9238563,2019-12-08
9238563,2019-12-23
9238563,2020-01-24
9238563,2020-02-16
9238563,2020-03-09
9238563,2021-05-12
9238563,2021-05-18
9238563,2021-05-23
9238563,2021-05-31
9238563,2021-06-28
9238563,2021-07-03
9238563,2021-07-08
9238563,2021-07-11
9238563,2021-07-15
9238563,2021-07-19
9238563,2021-07-22
9238563,2021-07-26
9238563,2021-07-31
9238563,2021-08-05
9238563,2021-08-08
9238563,2021-08-17
9238563,2021-08-21
9238563,2021-08-25
9238563,2021-11-28
9238563,2021-12-27
9238563,2022-01-02
9238563,2022-02-09
9238563,2022-02-14
9238563,2022-02-21
9238563,2022-03-03
9238563,2022-03-19
9238563,2022-04-03
9238563,2022-04-17
9238563,2022-04-23
9238563,2022-04-30
9238563,2022-05-10
9238563,2022-05-15
9238563,2022-05-29
9238563,2022-06-08
9238563,2022-06-13
9238563,2022-06-16
9238563,2022-06-20
9238563,2022-06-29
9238563,2022-07-11
9238563,2022-07-18
9238563,2022-08-01
9238563,2022-08-15
9238563,2022-08-19
9238563,2022-08-28
9238563,2022-09-02
9238563,2022-09-05
9238563,2022-09-18
9238563,2022-09-25
9238563,2022-10-02
9238563,2022-10-09
9238563,2022-10-25
9238563,2022-11-13
9238563,2022-11-27
9238563,2023-03-17
9477671,2016-08-07
9477671,2016-08-11
9477671,2016-08-14
9477671,2016-08-19
9477671,2016-08-20
9477671,2016-08-22
9477671,2016-08-31
9477671,2016-09-03
9477671,2016-09-05
9477671,2016-09-06
9477671,2016-09-08
9477671,2016-09-10
9477671,2016-09-11
9477671,2016-09-12
9477671,2016-09-16
9477671,2016-09-18
9477671,2016-09-22
9477671,2016-09-25
9477671,2016-09-29
9477671,2016-10-01
9477671,2016-10-02
9477671,2016-10-12
9477671,2016-10-23
9477671,2016-10-25
9477671,2016-10-26
9477671,2016-10-31
9477671,2016-11-04
9477671,2016-11-06
9477671,2016-11-13
9477671,2016-11-26
9477671,2016-12-03
9477671,2016-12-04
9477671,2016-12-10
9477671,2016-12-29
9477671,2017-01-01
9477671,2017-01-13
9477671,2017-01-19
9477671,2017-01-28
9477671,2017-02-04
9477671,2017-02-06
9477671,2017-02-14
9477671,2017-02-21
9477671,2017-02-25
9477671,2017-02-26
9477671,2017-03-20
9477671,2017-03-24
9477671,2017-03-28
9477671,2017-04-02
9477671,2017-04-04
9477671,2017-04-05
9477671,2017-04-06
9477671,2017-04-07
9477671,2017-04-09
9477671,2017-04-11
9477671,2017-04-12
9477671,2017-04-13
9477671,2017-04-16
9477671,2017-04-20
9477671,2017-04-22
9477671,2017-04-23
9477671,2017-04-29
9477671,2017-04-30
9477671,2017-05-02
9477671,2017-05-05
9477671,2017-05-07
9477671,2017-05-08
9477671,2017-05-12
9477671,2017-05-16
9477671,2017-05-18
9477671,2017-05-22
9477671,2017-05-25
9477671,2017-05-30
9477671,2017-06-05
9477671,2017-06-10
9477671,2017-06-11
9477671,2017-06-13
9477671,2017-06-23
9477671,2017-07-03
9477671,2017-07-07
9477671,2017-07-09
9477671,2017-07-13
9477671,2017-07-16
9477671,2017-07-19
9477671,2017-07-20
9477671,2017-07-24
9477671,2017-07-31
9477671,2017-08-12
9477671,2017-08-17
9477671,2017-08-22
9477671,2017-08-25
9477671,2017-08-29
9477671,2017-09-01
9477671,2017-09-03
9477671,2017-09-04
9477671,2017-09-07
9477671,2017-09-11
9477671,2017-09-15
9477671,2017-09-17
9477671,2017-09-20
9477671,2017-09-21
9477671,2017-09-24
9477671,2017-09-25
9477671,2017-09-28
9477671,2017-09-29
9477671,2017-10-01
9477671,2017-10-03
9477671,2017-10-06
9477671,2017-10-07
9477671,2017-10-08
9477671,2017-10-16
9477671,2017-10-24
9477671,2017-11-04
9477671,2017-11-05
9477671,2017-11-20
9477671,2017-11-22
9477671,2017-11-25
9477671,2017-11-26
9477671,2017-11-30
9477671,2017-12-10
9477671,2017-12-11
9477671,2017-12-26
9477671,2018-01-06
9477671,2018-01-11
9477671,2018-01-13
9477671,2018-01-21
9477671,2018-02-03
9477671,2018-02-18
9477671,2018-02-20
9477671,2018-02-23
9477671,2018-02-25
9477671,2018-03-10
9477671,2018-03-11
9477671,2018-03-14
9477671,2018-03-16
9477671,2018-03-18
9477671,2018-03-20
9477671,2018-03-22
9477671,2018-03-23
9477671,2018-03-24
9477671,2018-03-26
9477671,2018-03-28
9477671,2018-03-29
9477671,2018-04-07
9477671,2018-04-08
9477671,2018-04-11
9477671,2018-04-12
9477671,2018-04-13
9477671,2018-04-15
9477671,2018-04-19
9477671,2018-04-22
9477671,2018-05-06
9477671,2018-05-11
9477671,2018-05-14
9477671,2018-05-18
9477671,2018-05-22
9477671,2018-05-25
9477671,2018-05-27
9477671,2018-05-28
9477671,2018-06-01
9477671,2018-06-04
9477671,2018-06-05
9477671,2018-06-08
9477671,2018-06-09
9477671,2018-06-11
9477671,2018-06-13
9477671,2018-06-15
9477671,2018-06-16
9477671,2018-06-17
9477671,2018-06-29
9477671,2018-08-02
9477671,2018-08-04
9477671,2018-08-06
9477671,2018-08-10
9477671,2018-08-12
9477671,2018-08-17
9477671,2018-08-18
9477671,2018-08-19
9477671,2018-08-23
9477671,2018-08-26
9477671,2018-08-28
9477671,2018-09-04
9477671,2018-09-05
9477671,2018-09-08
9477671,2018-09-09
9477671,2018-09-13
9477671,2018-09-15
9477671,2018-09-19
9477671,2018-09-23
9477671,2018-09-27
9477671,2018-09-29
9477671,2018-10-01
9477671,2018-10-05
9477671,2018-10-07
9477671,2018-10-08
9477671,2018-10-15
9477671,2018-10-20
9477671,2018-10-21
9477671,2018-10-22
9477671,2018-10-26
9477671,2018-10-28
9477671,2018-11-09
9477671,2018-11-12
9477671,2018-11-14
9477671,2018-11-20
9477671,2018-12-01
9477671,2018-12-06
9477671,2018-12-20
9477671,2018-12-21
9477671,2019-01-03
9477671,2019-01-11
9477671,2019-01-14
9477671,2019-01-17
9477671,2019-01-19
9477671,2019-01-24
9477671,2019-01-27
9477671,2019-02-01
9477671,2019-02-10
9477671,2019-02-14
9477671,2019-02-15
