Date,Precip,Air max,min,RH max,min
20190831,0,78,63,94,68
20190901,0,79,63,95,69
20190902,0.01,90,66,97,35
20190903,0,81,63,95,48
20190904,0,86,70,96,49
20190905,0.01,86,69,95,61
20190906,0,85,68,96,42
20190907,0,84,67,96,53
20190908,0,75,63,91,61
20190909,0,77,59,89,66
20190910,0,77,61,84,63
20190911,0,79,62,91,53
20190912,0,82,58,92,68
20190913,0,84,65,99,62
20190914,0,88,65,96,32
20190915,0,77,62,96,46
20190916,0.02,80,65,96,57
20190917,0,78,63,96,58
20190918,0.02,76,61,96,60
20190919,0,74,62,92,63
20190920,0,75,57,92,58
20190921,0,80,57,94,63
20190922,0.01,78,62,97,63
20190923,0,80,59,96,64
20190924,0,80,61,94,51
20190925,0,79,63,97,74
20190926,0,73,67,88,75
20190927,0,73,66,87,68
20190928,0.06,74,63,97,67
20190929,0,70,58,81,54
20190930,0,74,48,83,48
20191001,0,72,56,86,47
20191002,0,75,55,89,53
20191003,0,78,51,92,55
20191004,0,75,55,91,43
20191005,0,81,47,92,40
20191006,0,75,60,94,38
20191007,0,77,59,93,35
20191008,0,79,57,99,51
20191009,0,74,53,91,65
20191010,0,74,53,88,55
20191011,0,86,52,92,10
20191012,0,76,54,95,20
20191013,0,73,53,97,65
20191014,0,72,59,91,54
20191015,0,78,56,96,50
20191016,0,82,57,98,43
20191017,0,76,54,98,69
20191018,0,76,53,92,58
20191019,0,78,55,96,42
20191020,0,76,54,96,43
20191021,0,89,60,63,16
20191022,0,94,62,35,12
20191023,0.01,90,55,96,22
20191024,0,93,60,,
20191025,0,89,64,23,10
20191026,0,84,61,91,17
20191027,0,69,52,97,70
20191028,0,75,54,85,22
20191029,0,70,51,90,43
20191030,0,78,50,88,5
20191031,0,78,48,42,6
20191101,0,77,44,64,7
20191102,0,81,47,94,7
20191103,0,80,46,81,12
20191104,0,79,47,91,18
20191105,0,74,45,95,36
20191106,0,70,52,96,66
20191107,0,72,56,98,59
20191108,0,72,52,100,31
20191109,0,86,60,100,19
20191110,0,73,55,100,67
20191111,0,67,55,97,69
20191112,0,74,50,100,55
20191113,0,71,51,100,63
20191114,0,74,48,98,63
20191115,0.01,71,55,98,60
20191116,0,70,50,96,55
20191117,0,88,53,,
20191118,0,92,61,68,11
20191119,0.02,82,59,98,30
20191120,0.04,62,53,,
20191121,0.06,65,53,98,67
20191122,0.03,69,51,85,48
20191123,0.01,71,51,76,38
20191124,0,73,51,86,28
20191125,0,67,47,87,62
20191126,0,68,48,89,35
20191127,0.18,64,49,97,45
20191128,0.05,61,49,97,71
20191129,0.1,59,46,93,53
20191130,0.01,63,47,91,47
20191201,0.01,66,47,75,39
20191202,0,73,49,91,43
20191203,0,68,51,93,55
20191204,0.01,61,57,100,89
20191205,0.01,68,52,100,62
20191206,0,72,53,94,48
20191207,0,64,60,98,83
20191208,0.01,63,57,100,90
20191209,0.01,65,51,99,69
20191210,0.01,70,48,96,49
20191211,0,66,47,96,59
20191212,0,69,51,97,56
20191213,0,70,50,100,65
20191214,0,67,56,95,70
20191215,0,63,48,88,46
20191216,0,68,44,70,19
20191217,0,68,42,51,9
20191218,0,64,43,60,16
20191219,0,64,41,73,32
20191220,0,75,45,71,19
20191221,0,71,48,49,22
20191222,0,64,51,78,34
20191223,0.05,59,51,100,55
20191224,0.11,61,50,100,66
20191225,0.02,60,47,94,58
20191226,0.03,66,44,,
20191227,0.06,66,45,,
20191228,0.09,65,46,,
20191229,0.08,66,45,,
20191230,0.06,66,45,,
20191231,0.02,66,45,,
20200101,0.05,68,47,,
20200102,0,68,47,95,49
20200103,0,71,50,99,29
20200104,0,70,46,98,40
20200105,0,67,44,100,48
20200106,0,78,43,86,15
20200107,0,74,48,93,16
20200108,0,62,43,80,64
20200109,0.26,62,48,99,62
20200110,0,65,44,99,50
20200111,0,62,42,84,55
20200112,0,62,46,90,58
20200113,0,63,48,92,59
20200114,0,63,47,95,61
20200115,0,65,43,98,59
20200116,0.12,65,48,,
20200117,0.17,61,48,100,63
20200118,0,71,41,93,39
20200119,0,76,48,99,24
20200120,0,64,47,99,65
20200121,0.33,60,50,100,76
20200122,0,64,49,98,65
20200123,0,73,45,98,49
20200124,0,71,46,100,51
20200125,0,68,45,100,64
20200126,0,61,52,97,74
20200127,0,70,46,95,60
20200128,0,73,48,100,32
20200129,0,69,42,100,18
20200130,0,72,46,79,23
20200131,0,78,45,64,18
20200201,0,80,52,41,16
20200202,0,66,53,85,34
20200203,0,63,51,78,20
20200204,0,59,36,40,15
20200205,0,61,37,60,14
20200206,0,64,43,85,27
20200207,0,66,43,95,45
20200208,0,66,45,99,59
20200209,0.09,57,50,93,74
20200210,0.21,58,49,96,75
20200211,0,70,41,93,40
20200212,0,63,44,95,45
20200213,0,69,40,95,45
20200214,0,65,45,100,56
20200215,0,66,49,97,46
20200216,0,69,42,99,54
20200217,0,66,50,100,64
20200218,0,64,54,93,70
20200219,0,66,53,94,70
20200220,0.01,68,51,98,44
20200221,0,74,49,93,40
20200222,0.08,63,53,91,66
20200223,0,64,51,90,63
20200224,0,67,49,97,65
20200225,0,78,49,98,18
20200226,0,76,52,50,15
20200227,0,81,50,,
20200228,0,83,55,,
20200229,0,66,50,78,46
20200301,0,60,47,87,55
20200302,0.02,61,44,94,57
20200303,0,73,44,94,23
20200304,0,66,51,98,66
20200305,0,75,52,98,51
20200306,0,67,54,100,66
20200307,0,64,56,80,59
20200308,0.05,64,53,98,57
20200309,0.11,72,49,91,39
20200310,0.05,65,57,100,81
20200311,0,69,58,100,68
20200312,0.02,64,55,99,71
20200313,0.35,61,54,97,81
20200314,0.06,66,55,99,59
20200315,0,65,50,95,61
20200316,0.33,64,53,97,59
20200317,0.11,62,50,98,49
20200318,0.28,57,48,90,66
20200319,0.02,63,49,93,60
20200320,0.04,63,50,92,59
20200321,0,65,50,91,60
20200322,0.07,68,50,89,49
20200323,0.06,66,51,93,60
20200324,0,65,51,88,59
20200325,0.02,64,52,86,56
20200326,0.12,60,49,75,47
20200327,0.28,61,45,92,42
20200328,0,63,45,81,55
20200329,0,65,49,86,60
20200330,0,68,51,89,57
20200331,0,70,50,97,54
20200401,0,68,48,100,74
20200402,0,64,54,86,66
20200403,0,65,49,88,61
20200404,0,64,54,87,63
20200405,0.07,65,54,89,62
20200406,0.05,64,54,99,66
20200407,0.04,62,52,99,76
20200408,0,60,49,98,58
20200409,0.01,62,50,98,63
20200410,0.01,57,52,98,89
20200411,0,65,49,94,68
20200412,0.18,64,55,90,71
20200413,0.13,63,54,98,74
20200414,0.12,70,56,93,65
20200415,0.1,76,52,94,29
20200416,0.07,74,51,96,50
20200417,0.05,66,54,96,57
20200418,0.04,65,55,95,63
20200419,0.04,64,55,95,69
20200420,0.02,65,57,94,70
20200421,0.02,68,56,87,61
20200422,0.04,70,55,,
20200423,0,80,56,93,45
20200424,0,71,54,98,48
20200425,0,71,53,100,40
20200426,0,84,59,100,40
20200427,0,70,60,98,73
20200428,0,72,60,99,74
20200429,0,70,61,98,79
20200430,0,73,62,99,72
20200501,0,73,60,94,66
20200502,0.01,74,58,95,63
20200503,0,71,59,91,66
20200504,0.02,74,58,94,64
20200505,0,81,59,95,48
20200506,0,72,55,97,28
20200507,0,71,54,,
20200508,0.01,72,61,100,67
20200509,0,72,63,90,73
20200510,0,71,62,93,73
20200511,0,71,59,86,64
20200512,0,71,56,,
20200513,0.01,69,56,,
20200514,0.03,70,55,90,65
20200515,0,73,59,91,66
20200516,0.01,71,59,94,73
20200517,0,71,56,,
20200518,0,72,61,83,60
20200519,0,67,56,80,54
20200520,0,70,56,92,56
20200521,0.03,74,54,96,48
20200522,0,69,60,96,68
20200523,0,67,58,89,64
20200524,0,71,56,91,68
20200525,0,76,59,95,59
20200526,0,70,57,95,49
20200527,0,70,56,97,60
20200528,0,72,62,90,73
20200529,0,69,63,91,72
20200530,0,72,62,84,61
20200531,0,74,61,90,63
20200601,0,77,59,95,49
20200602,0,74,60,96,65
20200603,0,81,62,,
20200604,0,69,61,98,78
20200605,0,72,61,95,64
20200606,0.21,70,61,95,67
20200607,0,70,56,,
20200608,0,83,56,,
20200609,0,72,57,,
20200610,0,92,56,,
20200611,0,78,60,,
20200612,0,71,58,91,64
20200613,0,74,59,88,61
20200614,0,72,60,94,63
20200615,0,72,60,95,68
20200616,0,70,62,86,70
20200617,0,69,59,85,69
20200618,0,70,61,83,62
20200619,0,72,62,83,64
20200620,0,71,62,89,69
20200621,0,71,63,90,73
20200622,0,73,63,88,69
20200623,0,74,59,90,72
20200624,0,75,61,93,78
20200625,0,74,60,,
20200626,0,76,60,,
20200627,0,76,62,88,69
20200628,0.04,72,61,97,67
20200629,0.15,70,59,98,65
20200630,0,72,60,81,64
20200701,0.01,71,62,85,71
20200702,0.01,77,58,91,62
20200703,0,75,60,,
20200704,0.01,74,60,95,59
20200705,0.01,75,60,93,38
20200706,0,80,63,99,61
20200707,0,75,64,93,66
20200708,0,74,60,94,69
20200709,0,76,61,,
20200710,0,82,63,94,55
20200711,0.23,76,61,97,50
20200712,0.02,76,61,98,38
20200713,0,78,64,93,67
20200714,0,76,65,87,67
20200715,0.01,78,63,85,64
20200716,0,76,65,84,66
20200717,0,77,65,88,66
20200718,0,79,65,90,65
20200719,0,77,61,,
20200720,0,76,61,,
20200721,0,75,64,88,69
20200722,0,77,62,,
20200723,0,73,61,84,60
20200724,0,74,63,82,62
20200725,0,76,64,88,64
20200726,0,77,63,91,68
20200727,0,76,63,91,67
20200728,0,77,59,91,68
20200729,0,77,63,,
20200730,0,77,62,,
20200731,0,79,62,,
20200801,0,77,63,96,68
20200802,0,79,64,,
20200803,0,75,63,97,69
20200804,0,77,62,100,70
20200805,0,78,64,,
20200806,0,75,60,84,62
20200807,0,76,64,,
20200808,0,77,62,94,64
20200809,0,77,63,91,64
20200810,0,76,63,92,65
20200811,0,76,64,92,65
20200812,0,79,61,98,60
20200813,0.01,80,64,,
20200814,0,78,64,85,32
20200815,0,78,65,93,52
20200816,0,87,67,95,70
20200817,0,78,64,98,60
20200818,0.02,79,64,95,57
20200819,0,79,64,97,73
20200820,0.01,78,63,97,66
20200821,0,77,62,96,58
20200822,0.01,87,72,87,51
20200823,0,87,72,94,64
20200824,0,83,71,89,72
20200825,0,79,63,,
20200826,0,79,63,,
20200827,0,80,63,98,58
20200828,0,80,63,95,67
20200829,0,77,64,87,63
20200830,0,78,61,88,61
20200831,0,77,65,84,67
20200901,0,78,63,,
20200902,0,80,61,,
20200903,0,81,63,,
20200904,0,80,64,,
20200905,0,81,64,,
20200906,0,81,64,,
20200907,0,81,63,,
20200908,0,79,62,,
20200909,0,79,63,,
20200910,0.01,78,62,,
20200911,0,84,57,,
20200912,0,76,61,,
20200913,0,81,58,,
20200914,0,77,61,,
20200915,0.01,77,62,,
20200916,0,77,61,,
20200917,0,77,61,,
20200918,0,76,61,,
20200919,0,75,59,,
20200920,0,79,61,,
20200921,0,76,64,92,65
20200922,0,78,62,,
20200923,0,79,61,100,44
20200924,0,80,61,99,42
20200925,0,79,60,96,66
20200926,0,76,65,89,65
20200927,0,75,63,91,68
20200928,0,82,58,96,64
20200929,0,80,59,100,33
20200930,0,97,67,,
20201001,0,97,70,83,14
20201002,0,93,65,100,18
20201003,0,76,60,,
20201004,0.01,77,60,,
20201005,0,75,60,83,21
20201006,0,75,60,,
20201007,0,80,58,100,65
20201008,0,75,57,,
20201009,0,79,58,,
20201010,0,74,61,,
20201011,0,75,60,,
20201012,0,75,58,,
20201013,0,95,59,,
20201014,0,90,62,,
20201015,0,74,57,,
20201016,0.01,74,57,100,36
20201017,0,78,61,100,72
20201018,0,75,55,100,52
20201019,0,77,62,97,61
20201020,0,74,63,98,66
20201021,0,73,63,84,64
20201022,0,73,63,80,60
20201023,0,74,65,74,57
20201024,0,72,65,77,65
20201025,0.04,70,60,91,61
20201026,0,72,52,97,21
20201027,0,76,48,52,15
20201028,0,76,53,86,15
20201029,0,73,54,97,28
20201030,0,73,53,100,31
20201031,0,73,55,100,29
20201101,0.01,74,54,100,21
20201102,0,76,56,100,56
20201103,0,75,57,100,60
20201104,0.01,73,52,100,44
20201105,0,70,52,,
20201106,0,70,53,100,62
20201107,0,70,52,,
20201108,0.17,64,53,94,54
20201109,0.04,63,48,84,42
20201110,0,67,45,74,33
20201111,0.09,73,52,,
20201112,0,70,47,89,24
20201113,0,68,48,91,54
20201114,0,68,53,91,57
20201115,0,82,55,78,16
20201116,0,70,50,44,13
20201117,0,81,55,99,19
20201118,0,67,48,100,64
20201119,0,70,52,100,58
20201120,0,72,50,100,50
20201121,0,71,51,,
20201122,0,70,52,100,57
20201123,0,64,53,100,69
20201124,0.03,70,49,,
20201125,0,66,51,96,65
20201126,0,66,50,96,59
20201127,0,69,44,59,12
20201128,0,74,46,68,13
20201129,0,75,46,62,13
20201130,0,75,49,60,15
20201201,0.04,69,45,,
20201202,0,79,42,45,12
20201203,0.03,71,48,,
20201204,0,71,42,62,10
20201205,0,73,39,55,15
20201206,0,72,38,69,13
20201207,0,68,48,71,16
20201208,0,81,56,70,9
20201209,0.01,68,48,,
20201210,0,63,47,90,63
20201211,0,62,48,85,58
20201212,0,62,48,91,71
20201213,0,70,42,90,27
20201214,0.01,63,49,94,65
20201215,0,68,47,92,30
20201216,0.05,68,46,,
20201217,0.01,62,46,94,41
20201218,0.08,65,45,,
20201219,0,71,45,58,19
20201220,0.06,65,45,,
20201221,0,80,50,100,11
20201222,0,65,46,100,58
20201223,0,70,45,96,15
20201224,0,65,54,42,10
20201225,0,74,49,82,16
20201226,0.03,66,44,,
20201227,0.06,66,45,,
20201228,0.09,65,46,,
20201229,0.08,66,45,,
20201230,0.06,66,45,,
20201231,0.02,66,45,,
20210101,0,69,43,85,25
20210102,0,66,46,85,38
20210103,0,64,45,96,54
20210104,0,65,45,96,63
20210105,0,60,46,100,76
20210106,0,62,44,100,72
20210107,0,65,45,100,37
20210108,0,65,46,100,44
20210109,0,69,43,99,33
20210110,0,72,47,73,15
20210111,0,70,44,47,22
20210112,0,71,48,52,15
20210113,0,67,48,58,19
20210114,0,69,49,46,13
20210115,0,85,56,34,11
20210116,0,82,53,49,14
20210117,0,82,54,58,16
20210118,0,68,47,93,31
20210119,0,68,52,91,18
20210120,0.02,69,57,75,36
20210121,0,68,52,100,55
20210122,0.02,62,50,100,69
20210123,0.28,58,45,95,68
20210124,0.04,58,43,97,62
20210125,0.1,54,47,89,53
20210126,0.01,58,44,68,40
20210127,0,62,41,74,32
20210128,0.07,64,44,83,29
20210129,0.05,62,46,100,64
20210130,0.02,62,44,97,53
20210131,0.01,68,45,90,30
20210201,0.01,70,55,76,33
20210202,0.01,67,54,95,43
20210203,0,64,51,100,72
20210204,0.01,62,50,94,66
20210205,0,67,46,100,45
20210206,0,68,50,100,39
20210207,0,67,50,100,54
20210208,0,60,50,93,69
20210209,0,62,51,83,65
20210210,0,61,50,94,61
20210211,0,67,46,97,60
20210212,0,63,50,96,65
20210213,0,61,48,95,67
20210214,0,64,48,100,49
20210215,0,63,47,86,69
20210216,0,63,50,100,68
20210217,0,64,47,95,58
20210218,0,69,46,87,14
20210219,0,68,45,76,21
20210220,0,65,46,83,60
20210221,0,77,44,85,11
20210222,0,79,41,88,12
20210223,0,75,50,95,17
20210224,0,69,46,93,30
20210225,0,72,46,99,24
20210226,0,73,45,92,22
20210227,0,65,47,97,34
20210228,0,73,42,88,16
20210301,0,75,44,64,10
20210302,0,72,43,85,13
20210303,0.11,61,46,96,58
20210304,0.14,65,48,98,58
20210305,0.04,67,53,98,44
20210306,0,67,51,100,51
20210307,0,62,49,91,62
20210308,0,65,52,92,66
20210309,0,61,48,96,55
20210310,0.05,61,49,97,54
20210311,0.23,59,46,91,53
20210312,0,59,45,89,51
20210313,0,62,47,83,62
20210314,0,60,51,83,57
20210315,0,56,50,98,55
20210316,0,59,46,81,51
20210317,0,62,42,87,58
20210318,0,64,47,93,63
20210319,0,69,47,97,52
20210320,0,64,50,98,53
20210321,0,62,46,88,57
20210322,0,64,46,83,53
20210323,0,62,50,91,64
20210324,0,65,47,92,50
20210325,0.19,62,49,91,57
20210326,0.02,62,49,89,53
20210327,0,71,41,88,28
20210328,0,66,52,63,15
20210329,0,68,50,93,35
20210330,0,66,52,94,64
20210331,0,86,48,,
20210401,0,87,53,94,10
20210402,0,68,54,98,62
20210403,0,69,52,98,63
20210404,0,69,51,100,50
20210405,0,67,55,98,66
20210406,0,69,54,93,62
20210407,0,71,53,96,54
20210408,0,69,54,100,65
20210409,0,70,55,96,61
20210410,0,69,54,97,63
20210411,0,67,52,96,68
20210412,0,65,54,86,63
20210413,0,59,55,84,73
20210414,0,62,54,83,58
20210415,0,64,50,85,55
20210416,0,67,52,93,58
20210417,0,67,55,91,61
20210418,0,81,54,98,16
20210419,0,71,54,93,17
20210420,0,64,54,98,69
20210421,0,63,55,83,59
20210422,0,60,53,94,73
20210423,0.02,62,54,97,71
20210424,0,66,55,84,62
20210425,0,65,57,80,59
20210426,0.09,62,53,92,64
20210427,0,64,52,80,51
20210428,0.01,72,48,91,45
20210429,0,72,55,98,25
20210430,0,71,55,97,24
20210501,0,69,57,98,70
20210502,0.05,62,55,98,76
20210503,0,70,57,90,61
20210504,0,70,55,94,62
20210505,0,72,53,98,63
20210506,0,64,58,91,71
20210507,0,67,56,87,65
20210508,0,65,56,82,66
20210509,0,68,55,93,67
20210510,0,65,56,84,65
20210511,0,66,56,92,68
20210512,0,69,58,88,71
20210513,0,70,57,89,66
20210514,0,69,59,85,66
20210515,0,66,58,80,65
20210516,0.06,64,56,91,68
20210517,0.01,65,57,91,73
20210518,0,68,59,89,66
20210519,0,68,59,89,71
20210520,0,64,56,83,70
20210521,0,65,54,83,62
20210522,0,64,53,80,57
20210523,0,70,50,91,56
20210524,0,69,58,96,42
20210525,0,75,56,97,60
20210526,0,67,56,93,71
20210527,0,67,58,85,63
20210528,0,69,58,90,65
20210529,0,64,57,91,70
20210530,0,66,58,92,71
20210531,0,68,59,84,69
20210601,0,69,58,93,72
20210602,0,71,57,98,72
20210603,0,67,59,90,71
20210604,0,69,57,90,68
20210605,0,72,59,90,64
20210606,0,68,59,85,67
20210607,0,64,59,88,71
20210608,0,69,59,88,60
20210609,0,70,57,90,58
20210610,0,72,53,91,45
20210611,0,75,54,93,43
20210612,0.01,70,58,95,59
20210613,0,71,57,96,58
20210614,0.01,71,57,97,59
20210615,0,72,57,,
20210616,0,71,57,100,78
20210617,0,72,57,99,73
20210618,0,76,62,96,74
20210619,0,76,61,92,66
20210620,0,73,60,93,69
20210621,0,74,61,88,64
20210622,0,72,64,87,73
20210623,0.01,75,63,92,68
20210624,0,73,61,87,67
20210625,0,76,62,92,61
20210626,0,76,60,92,64
20210627,0,77,60,95,72
20210628,0.01,76,61,97,82
20210629,0,74,63,94,79
20210630,0,76,62,91,72
20210701,0,75,60,91,66
20210702,0,74,59,92,72
20210703,0,75,60,94,71
20210704,0,74,64,89,65
20210705,0,77,63,90,64
20210706,0,76,59,88,65
20210707,0,78,59,91,70
20210708,0,80,61,94,71
20210709,0,79,64,92,62
20210710,0.01,82,65,95,52
20210711,0,81,63,91,69
20210712,0.02,78,62,88,69
20210713,0,79,64,91,67
20210714,0.01,77,61,95,70
20210715,0,75,61,,
20210716,0,78,66,88,65
20210717,0,79,66,88,66
20210718,0,82,68,88,48
20210719,0,82,67,89,51
20210720,0,76,61,,
20210721,0,82,66,93,60
20210722,0,80,65,93,70
20210723,0,77,65,91,65
20210724,0,76,65,89,71
20210725,0,77,65,90,69
20210726,0,73,67,93,78
20210727,0,77,66,94,70
20210728,0,80,64,93,64
20210729,0,80,64,95,59
20210730,0,77,62,94,67
20210731,0,79,62,98,58
20210801,0,80,63,,
20210802,0,79,64,86,39
20210803,0,80,64,94,56
20210804,0,79,64,96,63
20210805,0,78,64,96,64
20210806,0,77,64,,
20210807,0,78,60,94,66
20210808,0,78,60,92,65
20210809,0.02,82,61,94,62
20210810,0,78,65,,
20210811,0,80,65,,
20210812,0,82,64,,
20210813,0.01,80,64,,
20210814,0.01,78,64,,
20210815,0.01,80,66,91,66
20210816,0.01,83,65,96,68
20210817,0,77,68,93,74
20210818,0,77,69,87,69
20210819,0,77,66,89,69
20210820,0,75,66,86,70
20210821,0,75,65,88,58
20210822,0,75,66,81,68
20210823,0,76,64,84,62
20210824,0,77,62,93,63
20210825,0,79,63,,
20210826,0,79,63,,
20210827,0,80,63,97,63
20210828,0,81,62,100,70
20210829,0,80,64,97,70
20210830,0,77,67,97,69
20210831,0,73,65,93,71
20210901,0,75,65,87,65
20210902,0,76,66,83,61
20210903,0,74,65,90,71
20210904,0,80,64,98,34
20210905,0,81,64,97,59
20210906,0,81,66,97,75
20210907,0,81,68,94,59
20210908,0,84,66,96,50
20210909,0,85,67,92,46
20210910,0,78,62,99,58
20210911,0,78,61,97,42
20210912,0,76,61,94,50
20210913,0,75,61,98,59
20210914,0,77,61,,
20210915,0,75,64,84,62
20210916,0,74,62,87,61
20210917,0,74,63,82,61
20210918,0,74,63,86,64
20210919,0,73,61,89,61
20210920,0,76,58,92,65
20210921,0,91,62,93,37
20210922,0,91,67,77,33
20210923,0,79,64,91,64
20210924,0.01,75,63,95,66
20210925,0,74,64,95,74
20210926,0.01,76,60,,
20210927,0,67,63,90,78
20210928,0,72,63,83,66
20210929,0,73,62,90,60
20210930,0.02,79,61,,
20211001,0,88,59,95,14
20211002,0,89,61,92,18
20211003,0,89,62,94,21
20211004,0.28,85,64,94,25
20211005,0.15,75,64,94,64
20211006,0,71,65,92,71
20211007,0,72,65,89,66
20211008,0.09,70,59,98,67
20211009,0,71,57,94,60
20211010,0,77,55,96,49
20211011,0,68,58,100,37
20211012,0,69,53,62,19
20211013,0,73,51,76,22
20211014,0,73,52,90,40
20211015,0,83,52,73,16
20211016,0,87,53,31,12
20211017,0,76,57,88,27
20211018,0,67,53,88,67
20211019,0,67,50,83,50
20211020,0,69,50,90,59
20211021,0,72,53,97,54
20211022,0,68,58,94,67
20211023,0,68,57,93,65
20211024,0,71,57,90,62
20211025,0.3,68,55,97,67
20211026,0,68,53,97,61
20211027,0,78,52,89,30
20211028,0,86,58,60,27
20211029,0,78,60,100,40
20211030,0,67,58,100,73
20211031,0,68,57,91,67
20211101,0,70,55,96,68
20211102,0,67,56,94,70
20211103,0,70,54,100,66
20211104,0.01,69,55,100,69
20211105,0,70,55,100,68
20211106,0,68,56,100,70
20211107,0,71,55,93,65
20211108,0,66,54,93,71
20211109,0,68,54,94,62
20211110,0,70,57,92,65
20211111,0,84,57,92,23
20211112,0,89,61,42,18
20211113,0,88,56,46,21
20211114,0,88,53,73,18
20211115,0,80,56,100,21
20211116,0,65,52,100,71
20211117,0,68,55,94,65
20211118,0,66,52,100,73
20211119,0,66,55,97,71
20211120,0,66,56,92,68
20211121,0,83,51,100,18
20211122,0,84,57,45,14
20211123,0,67,55,99,41
20211124,0,68,52,94,58
20211125,0,77,46,55,9
20211126,0,79,50,42,12
20211127,0,77,51,74,14
20211128,0,70,46,99,14
20211129,0,80,49,100,16
20211130,0,69,47,100,60
20211201,0,69,45,100,50
20211202,0,65,51,100,73
20211203,0,65,54,99,68
20211204,0,64,55,89,71
20211205,0,65,51,100,66
20211206,0,63,48,100,78
20211207,0.01,61,53,94,70
20211208,0,68,51,93,56
20211209,0.2,63,54,100,72
20211210,0,61,48,94,55
20211211,0,67,47,89,29
20211212,0,65,43,93,40
20211213,0,59,49,92,67
20211214,0.01,60,51,100,60
20211215,0,58,44,84,45
20211216,0.01,60,40,100,50
20211217,0.03,65,47,100,55
20211218,0,66,42,97,18
20211219,0,65,43,92,27
20211220,0,67,41,89,25
20211221,0,68,52,100,32
20211222,0,66,49,100,44
20211223,0.52,66,52,99,54
20211224,0,62,51,100,67
20211225,0.24,59,51,100,69
20211226,0.12,59,46,100,53
20211227,0.04,58,45,97,57
20211228,0.03,57,49,100,68
20211229,0.08,58,47,100,73
20211230,0.03,64,53,92,62
20211231,0.02,62,53,92,67
20220101,0.02,62,48,85,52
20220102,0.02,67,42,80,22
20220103,0.01,63,42,83,39
20220104,0,62,42,94,51
20220105,0.01,66,43,93,49
20220106,0,68,44,100,45
20220107,0,60,46,100,80
20220108,0,62,49,96,61
20220109,0,66,45,95,37
20220110,0,73,43,,
20220111,0,80,45,,
20220112,0,78,45,,
20220113,0,75,50,,
20220114,0,74,51,,
20220115,0,68,49,,
20220116,0,71,53,,
20220117,0.14,67,51,,
20220118,0,63,54,,
20220119,0,65,48,,
20220120,0,67,47,,
20220121,0,66,44,,
20220122,0,70,41,,
20220123,0,71,42,,
20220124,0,70,42,,
20220125,0,65,40,,
20220126,0,68,40,,
20220127,0,69,40,,
20220128,0,76,38,,
20220129,0,68,42,,
20220130,0,71,41,,
20220131,0,65,38,,
20220201,0,63,44,,
20220202,0,67,38,,
20220203,0,64,35,,
20220204,0,70,36,,
20220205,0,70,40,,
20220206,0,77,40,,
20220207,0,77,47,,
20220208,0,80,47,,
20220209,0,86,44,,
20220210,0,87,49,,
20220211,0,83,47,,
20220212,0,88,48,,
20220213,0,67,51,,
20220214,0,66,49,,
20220215,0.11,58,46,,
20220216,0,63,40,,
20220217,0,72,41,,
20220218,0,72,39,,
20220219,0,69,49,,
20220220,0,65,42,,
20220221,0,61,50,,
20220222,0.08,58,48,,
20220223,0,55,43,,
20220224,0,60,37,,
20220225,0,60,34,,
20220226,0,69,36,,
20220227,0,67,50,,
20220228,0,67,51,,
20220301,0,67,49,,
20220302,0,67,48,,
20220303,0,64,43,,
20220304,0.05,63,51,,
20220305,0,60,48,,
20220306,0,61,41,,
20220307,0,65,40,,
20220308,0,68,40,,
20220309,0,66,44,,
20220310,0,64,44,,
20220311,0,69,38,,
20220312,0,68,49,,
20220313,0,66,43,,
20220314,0,71,45,,
20220315,0,68,51,,
20220316,0,70,50,,
20220317,0,76,45,,
20220318,0,73,51,,
20220319,0,67,47,,
20220320,0.09,64,49,,
20220321,0,70,46,,
20220322,0,68,52,,
20220323,0,87,51,,
20220324,0,68,52,,
20220325,0,68,52,,
20220326,0,70,52,,
20220327,0,67,55,,
20220328,0.04,68,51,,
20220329,0,64,50,,
20220330,0,65,50,,
20220331,0,61,52,,
20220401,0,67,54,,
20220402,0,61,55,,
20220403,0,62,56,,
20220404,0,68,49,,
20220405,0,72,50,,
20220406,0,71,53,,
20220407,0,71,53,,
20220408,0,70,52,,
20220409,0,80,54,,
20220410,0,65,56,,
20220411,0,66,54,,
20220412,0,65,49,,
20220413,0,67,45,,
20220414,0,70,42,,
20220415,0,70,47,,
20220416,0,68,56,,
20220417,0,68,53,,
20220418,0,70,54,,
20220419,0,72,53,,
20220420,0,69,51,,
20220421,0,69,47,,
20220422,0.14,64,48,,
20220423,0,68,45,,
20220424,0,71,54,,
20220425,0,71,53,,
20220426,0,73,54,,
20220427,0,69,55,,
20220428,0,66,54,,
20220429,0,69,48,,
20220430,0,73,49,,
20220501,0,70,53,,
20220502,0,68,55,,
20220503,0,67,51,,
20220504,0,72,48,,
20220505,0,72,53,,
20220506,0,72,55,,
20220507,0,71,59,,
20220508,0,67,53,,
20220509,0,66,51,,
20220510,0,70,46,,
20220511,0,66,45,,
20220512,0,71,56,,
20220513,0,69,56,,
20220514,0,69,57,,
20220515,0,70,56,,
20220516,0,73,56,,
20220517,0,69,56,,
20220518,0,70,55,,
20220519,0,70,57,,
20220520,0,66,57,,
20220521,0,65,55,,
20220522,0,70,53,,
20220523,0,67,56,,
20220524,0,69,56,,
20220525,0,72,53,,
20220526,0,71,57,,
20220527,0,71,59,,
20220528,0,67,58,,
20220529,0,70,58,,
20220530,0,71,54,,
20220531,0,72,55,,
20220601,0,74,55,,
20220602,0,74,53,,
